,Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Correspondence Address,Document Type,Source
2554,Deng Y.; Zhu Z.; Shen Z.; Wang Y.; Xu Y.,58667897000; 58787950600; 58788189900; 57211425689; 57340478400,An Online Forecasting Method of Remaining Useful Life of Lithium-Ion Batteries Based on TPE-SVR,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE230944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181058829&doi=10.3233%2fATDE230944&partnerID=40&md5=bbcd3b54759a16db83a17d4d813d6a77,"School of Automation Engineering, Northeast Electric Power University, Jilin, 132012, China; State Grid Xinjiang Electric Power Co., Ltd. Bazhou Power Supply Company, Korla, 841000, China; Dalian Power Plant, Huaneng Power International Inc., Dalian, 116100, China","Y. Xu; School of Automation Engineering, Northeast Electric Power University, Jilin, 132012, China; email: xuyuan8841@aliyun.com",Conference paper,Scopus
2555,Wu X.; Wang S.,57037218400; 57285732700,Prediction of ink flow for 3D bioprinting of tubular tissue based on a back propagation neural network,2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM-226991,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181037848&doi=10.3233%2fJCM-226991&partnerID=40&md5=cbed344e0fbeaa9e04712e943650852b,"Hubei Key Laboratory of Intelligent Convey Technology and Device (Hubei Polytechnic University), Hubei, Huangshi, China; School of Mechanical and Electrical Engineering, Hubei Polytechnical University, Hubei, Huangshi, China","S. Wang; School of Mechanical and Electrical Engineering, Hubei Polytechnical University, Huangshi, Hubei, 435003, China; email: 201081@hbpu.edu.cn",Article,Scopus
2556,Chan B.; Ng I.; Chung N.,58786859600; 58787030500; 58786358200,Anomaly detection in trade declarations using deep learning techniques: A risk-assessment approach to identify misclassification and incorrect valuation,2023,Statistical Journal of the IAOS,0.0,10.3233/SJI-230081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180992005&doi=10.3233%2fSJI-230081&partnerID=40&md5=d8166ad95e06bfadc5f648396a4a499d,"Census and Statistics Department, Hong Kong","B. Chan; Census and Statistics Department, Wan Chai, Wanchai Tower, 12 Harbour Road, Hong Kong; email: bchchan@censtatd.gov.hk",Article,Scopus
2557,Ni L.; Liew V.K.-S.,58774962300; 6603379758,A Novel Hybrid Model for Forecasting China Carbon Price Using CEEMDAN and Extreme Learning Machine Optimized by Whale Algorithm,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE231006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181062265&doi=10.3233%2fATDE231006&partnerID=40&md5=62efd13313824899a2ac547c8eda3b64,"Faculty of Economics and Business of Universiti Malaysia Sarawak, Sarawak, 94300, Malaysia; School of Finance and Taxation of Anhui Economics and Management College, Hefei, 230601, China","L. Ni; School of Finance and Taxation of Anhui Economics and Management College, Hefei, 230601, China; email: 21010257@siswa.unimas.my",Conference paper,Scopus
2558,Zhao B.; Zheng D.; Song X.; Qian K.,58787483900; 58209769700; 58788894800; 58788894900,Robotic Manipulator Kinematics Analysis and Modelling Associate with MATLAB Simulink,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE231022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181048976&doi=10.3233%2fATDE231022&partnerID=40&md5=fa485c21738aa9d10439eee5b7bb5724,"China Coal Technology and Engineering Group Shanghai Co., Ltd., Shanghai, 200030, China","D. Zheng; China Coal Technology and Engineering Group Shanghai Co., Ltd., Shanghai, China; email: 191419408@qq.com",Conference paper,Scopus
2559,Verma G.; Kanrar S.,58024941200; 36056442600,Load balancing model for cloud environment using swarm intelligence technique,2023,Multiagent and Grid Systems,0.0,10.3233/MGS-230021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181038270&doi=10.3233%2fMGS-230021&partnerID=40&md5=e0def289852aed5a198b2b9469e2f51f,"School of Computing, DIT University, Dehradun, India; Department of Computer Science & Engineering, Amity University Jharkhand, India; Vlenzor Technologies Pvt. Ltd., Calcutta, India","S. Kanrar; Department of Computer Science & Engineering, Amity University Jharkhand, India; email: dr.soumen.kanrar@gmail.com",Article,Scopus
2560,Wang Y.,58788887400,Company Failure Prediction Model of CWOA-BP Neural Network,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE230950,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181057577&doi=10.3233%2fATDE230950&partnerID=40&md5=ec047fc06addda1990d382c989004d20,"Shanghai High School International Division, Shanghai, China","Y. Wang; Shanghai High School International Division, Shanghai, China; email: albert_wang123@sina.com",Conference paper,Scopus
2561,Pang B.; Lu R.; Scaife A.A.; Ren R.,57209087877; 7402969850; 6603887794; 7006493632,Decadal Change in Cold Surges over the South China Sea,2023,Journal of Climate,0.0,10.1175/JCLI-D-23-0254.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180373248&doi=10.1175%2fJCLI-D-23-0254.1&partnerID=40&md5=2004db471ea25453af506f8705b3d83a,"State Key Laboratory of Numerical Modeling for Atmospheric Sciences and Geophysical Fluid Dynamics, Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China; College of Earth and Planetary Sciences, University of the Chinese Academy of Sciences, Beijing, China; Met Office Hadley Centre, Met Office, Exeter, United Kingdom; College of Engineering, Mathematics and Physical Sciences, Exeter University, Exeter, United Kingdom; Key Laboratory of Meteorological Disaster, Ministry of Education (KLME), Joint International Research Laboratory of Climate and Environment Change (ILCEC), Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disasters (CIC-FEMD), Nanjing University of Information Science and Technology, Nanjing, China","B. Pang; State Key Laboratory of Numerical Modeling for Atmospheric Sciences and Geophysical Fluid Dynamics, Institute of Atmospheric Physics, Chinese Academy of Sciences, Beijing, China; email: pangbo@mail.iap.ac.cn",Article,Scopus
2562,Shahiduzzaman K.M.; Uddin Yusuf M.S.,57209296112; 58779386400,Performance Enhancement of Human Activity Recognition and Fall Related System using Multi-modal Broad Learning System (mBLS),2023,AIP Conference Proceedings,0.0,10.1063/5.0180175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180598962&doi=10.1063%2f5.0180175&partnerID=40&md5=496bc3b0bb7772534190ab1380145481,"Department of Electrical and Electronic Engineering, Khulna University of Engineering and Technology, Khulna, Bangladesh","K.M. Shahiduzzaman; Department of Electrical and Electronic Engineering, Khulna University of Engineering and Technology, Khulna, Bangladesh; email: shahiduzzaman2103751@stud.kuet.ac.bd",Conference paper,Scopus
2563,Ciula A.; Eide Ø.; Marras C.; Sahle P.,25630312300; 23984488100; 55541560800; 57192026874,Modelling between digital and humanities: Thinking in practice,2023,Modelling Between Digital and Humanities: Thinking in Practice,0.0,10.11647/OBP.0369,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180648165&doi=10.11647%2fOBP.0369&partnerID=40&md5=30de1c7763bc34c31b97d794fd23496d,"King's Digital Lab, King's College London, United Kingdom; University of Cologne, United Kingdom; National Research Council, Canada",,Book,Scopus
2564,Lei B.; Ao C.; Wei Y.; Long Y.; Jiang N.,58778394900; 22956772500; 58068808800; 58033802900; 57216964026,What are public preferences for air quality improvement policies? Additional information from extended choice models,2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM-226980,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180555157&doi=10.3233%2fJCM-226980&partnerID=40&md5=f56d6a85ae4e519770337cc2fa6bafbc,"College of Engineering, Northeast Agricultural University, Heilongjiang, Harbin, China","C. Ao; College of Engineering, Northeast Agricultural University, Harbin, Heilongjiang, 150030, China; email: aochanglin@neau.edu.cn",Article,Scopus
2565,Nebagiri M.H.; Hanumanthappa L.P.,58775897300; 58775957200,Hybrid trust-based optimized virtual machine migration for dynamic load balancing and replica management in heterogeneous cloud,2023,Multiagent and Grid Systems,0.0,10.3233/MGS-230025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180411397&doi=10.3233%2fMGS-230025&partnerID=40&md5=7d26afe27ce95c0f9beb3aab6277f6b1,"ISE Sambhram Institute of Technology, M. S. Palya, Jalahalli East, Bangalore, 97, India","M.H. Nebagiri; ISE Sambhram Institute of Technology, Bangalore, M. S. Palya, Jalahalli East, 97, India; email: manjulahneba075@gmail.com",Article,Scopus
2566,Deng H.; Zhang L.; Li H.; Wang W.; Li Z.,58787716200; 58787244500; 58787716300; 58844799000; 58787716400,Power Terminal Detection System Based on Graph Neural Network,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE231049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181048221&doi=10.3233%2fATDE231049&partnerID=40&md5=08d43cce570069616731faf622dda9fa,"State Grid Huanggang Power Supply Company, Huanggang, China; Hubei Electric Power Survey and Design Institute Co., Ltd., Wuhan, China","H. Deng; State Grid Huanggang Power Supply Company, Huanggang, China; email: 18807250886@139.com",Conference paper,Scopus
2567,Feng P.,57214243043,Diversification of residents' consumption structure based on ELES model,2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM-226937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180952971&doi=10.3233%2fJCM-226937&partnerID=40&md5=7a9131d770338ced55f93a39fc99c63c,"Central Police University, Taoyuan, 333322, Taiwan","P. Feng; Central Police University, Taoyuan, 333322, Taiwan; email: xyt504@126.com",Article,Scopus
2568,Zhang K.; Fu W.; Dai Q.; Liu T.; Zheng J.; Song Y.; Zhang H.; Biekan J.; Dong R.,56032693800; 57215296432; 37041181000; 15051902800; 23053549700; 55494091900; 55261375300; 57897061900; 26534100200,Prediction of left ventricular ejection fraction improvement in patients with ischemic cardiomyopathy after coronary artery bypass grafting based on cardiac magnetic resonance,2023,Cardiovascular Diagnosis and Therapy,0.0,10.21037/cdt-23-220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180573359&doi=10.21037%2fcdt-23-220&partnerID=40&md5=911ddcf1ec1d7323205ec83fd0b789e8,"Department of Cardiac Surgery, Beijing Anzhen Hospital, Capital Medical University, Beijing, China; Department of Radiology, Beijing Anzhen Hospital, Capital Medical University, Beijing, China; Circle Cardiovascular Imaging, Calgary, AB, Canada","J. Zheng; Department of Cardiac Surgery, Beijing Anzhen Hospital, Capital Medical University, Beijing, 2 Anzhen Road, Chaoyang District, 100029, China; email: zhengjubing@hotmail.com; R. Dong; Department of Cardiac Surgery, Beijing Anzhen Hospital, Capital Medical University, Beijing, 2 Anzhen Road, Chaoyang District, 100029, China; email: dongran6618@hotmail.com",Article,Scopus
2569,Sánchez García F.T.; Lin B.L.; Romero-Herrera R.,58774269200; 58773797200; 56208077900,DETECTION OF FACIAL MICRO-EXPRESSIONS USING CNN,2023,Journal of Theoretical and Applied Information Technology,0.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180358754&partnerID=40&md5=e82968dd82397ecc057c350c13acbbf2,"IPN. ESCOM, Department of Computer science and engineering, Ciudad de México, Mexico; IPN. ESCOM, Department of Postgraduate, Ciudad de México, Mexico",,Article,Scopus
2570,Li H.; Yao Z.; Li J.; Lu S.,55344230600; 58787277500; 57218454813; 58787277600,Research on Key Technologies of Intelligent Capture System for Personnel Position and Attitude,2023,Advances in Transdisciplinary Engineering,0.0,10.3233/ATDE230961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181056359&doi=10.3233%2fATDE230961&partnerID=40&md5=e911a7a0db13e0b31d166c1428880c20,"No. 1 Huayuan Road, Changchun, Jilin, Changchun City, China","H. Li; Armored Corps College Noncommissioned Officer School, Changchun, Jilin, China; email: 275039646@qq.com",Conference paper,Scopus
2571,Rakes S.G.; Jakkareddy P.S.,58779527200; 57189357602,Inverse Estimation of Volumetric Heat Generation Rate from a Protruding Heat Source Under Natural Convection,2023,AIP Conference Proceedings,0.0,10.1063/5.0186973,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180585894&doi=10.1063%2f5.0186973&partnerID=40&md5=94746cf40fe610ed534ee72eec7fb752,"Department of Mechanical Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Kasavahalli, Carmelaram P.O., Karnataka, Bengaluru, 560035, India","S.G. Rakes; Department of Mechanical Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Kasavahalli, Bengaluru, Carmelaram P.O., Karnataka, 560035, India; email: rakeshshivaa06@gmail.com",Conference paper,Scopus
2572,Zheng C.; Wu Y.; Ting M.; Screen J.A.; Zhang P.,56729650300; 35739529800; 7003961970; 26431137300; 57204109988,Diverse Eurasian Temperature Responses to Arctic Sea Ice Loss in Models due to Varying Balance between Dynamic Cooling and Thermodynamic Warming,2023,Journal of Climate,0.0,10.1175/JCLI-D-22-0937.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180365754&doi=10.1175%2fJCLI-D-22-0937.1&partnerID=40&md5=2fab34db55a751beba3584e1650948e7,"Lamont-Doherty Earth Observatory of Columbia University, Palisades, NY, United States; Department of Mathematics and Statistics, University of Exeter, Exeter, United Kingdom; Department of Meteorology and Atmospheric Sciences, Pennsylvania State University, University Park, PA, United States","C. Zheng; Lamont-Doherty Earth Observatory of Columbia University, Palisades, United States; email: czheng@ldeo.columbia.edu",Article,Scopus
2573,He J.,58786118700,"Research on the online open course of ancient literature in the ""Internet+"" era",2023,Journal of Computational Methods in Sciences and Engineering,0.0,10.3233/JCM-226946,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181043556&doi=10.3233%2fJCM-226946&partnerID=40&md5=a54209a61d2562cbbb30d8d7bc5648d3,"Ningbo University of Finance & Economics, No. 899 Xueyuan Road, Haishu District, Zhejiang, Ningbo, 315175, China","J. He; Ningbo University of Finance & Economics, Ningbo, No. 899, Xueyuan Road, Haishu District, Zhejiang, 315175, China; email: kouhe42@163.com",Article,Scopus
2574,Mohammed Y.H.; Al-Attar A.A.; Jaber F.Kh.,58781209500; 57212601688; 57205098489,Using And Optimizing The Recycled Aggregates In Concrete: A Review,2023,AIP Conference Proceedings,0.0,10.1063/5.0171434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180622809&doi=10.1063%2f5.0171434&partnerID=40&md5=c485a053de487c7c42e8c683b5cb569a,"Northern Technical University, Mosul, Iraq; Middle Technical University, Electrical Engineering Technical College, Iraq","Y.H. Mohammed; Northern Technical University, Mosul, Iraq; email: eng.yasser.civil@gmail.com",Conference paper,Scopus
2575,Liu Y.; Han Y.-S.; Wang J.-F.; Pang Z.-Q.; Wang J.-S.; Zhang L.; He J.-X.; Shen L.-K.; Ji B.; Ding B.-C.; Ren M.-H.,57214949713; 58786563600; 56526766700; 58137337300; 58635780200; 15039898700; 58284261800; 58137563200; 58635549300; 57199261669; 9746432200,A new immune-related gene signature predicts the prognosis and immune escape of bladder cancer,2023,Cancer Biomarkers,0.0,10.3233/CBM-230190,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180967651&doi=10.3233%2fCBM-230190&partnerID=40&md5=e8361afd41e9932b30cf69746b577e01,"Department of Urinary Surgery, First Affiliated Hospital of Harbin Medical University, Heilongjiang, Harbin, China","B.-C. Ding; Department of Urology, First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang, 150007, China; email: beichending@163.com; M.-H. Ren; Department of Urology, First Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang, 150007, China; email: 002051@hrbmu.edu.cn",Article,Scopus
2576,Irfana N.; Rahul Krishnan P.; Dipu T.S.; Moni M.,58779544700; 57164816100; 56755466400; 57192706381,Machine Learning Model to Predict Microbe Growth in Neutropenic Patients with Hematological Malignancy,2023,AIP Conference Proceedings,0.0,10.1063/5.0179095,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180576943&doi=10.1063%2f5.0179095&partnerID=40&md5=39118109f1db6de2699a9cf9b1974059,"Center for Wireless Networks & Applications (WNA), Amrita Vishwa Vidyapeetham, Amritapuri, India; Amrita Institute of Medical Science, Amrita Vishwa Vidyapeetham, Kochi, India","N. Irfana; Center for Wireless Networks & Applications (WNA), Amrita Vishwa Vidyapeetham, Amritapuri, India; email: mailtoirfa2014@gmail.com",Conference paper,Scopus
2577,Gangadhara Reddy P.; Ramashri T.; Lokesh Krishna K.,37067230500; 56046160100; 56379001800,Tumor Image Segmentation using Artificial Neural Networks,2023,AIP Conference Proceedings,0.0,10.1063/5.0178684,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180599348&doi=10.1063%2f5.0178684&partnerID=40&md5=8ed536ac84f613ba04943edcec33a576,"Department of ECE, S.V.U. College of Engineering, Andhra Pradesh, Tirupati, India; Department of ECE, S.V.College of Engineering, Andhra Pradesh, Tirupati, India","P. Gangadhara Reddy; Department of ECE, S.V.U. College of Engineering, Tirupati, Andhra Pradesh, India; email: gangadharareddy.p@gmail.com",Conference paper,Scopus
